,cat_t0,cat_t1,cat_t2
50615511,proukr,proukr,proukr
50645038,proukr,proukr,dontcare
50648364,pax,proukr,proukr
50666280,prorus,proukr,dontcare
50679245,proukr,dontcare,pax
50690761,proukr,proukr,dontcare
50867079,proukr,dontcare,pax
50961964,proukr,proukr,dontcare
51097151,dontcare,dontcare,pax
51109042,proukr,proukr,dontcare
51196816,proukr,dontcare,pax
51213279,pax,proukr,proukr
51292461,proukr,proukr,dontcare
51448900,proukr,dontcare,pax
51467779,proukr,proukr,proukr
51639017,proukr,dontcare,pax
51681604,proukr,proukr,dontcare
51827732,proukr,proukr,proukr
51837775,dontcare,proukr,dontcare
52079138,proukr,dontcare,dontcare
52151681,pax,proukr,dontcare
52260914,proukr,dontcare,pax
52272558,pax,proukr,dontcare
52379596,proukr,proukr,dontcare
52400775,pax,dontcare,pax
52466536,proukr,dontcare,pax
52560479,dontcare,proukr,dontcare
52610792,proukr,proukr,dontcare
52761753,proukr,proukr,proukr
52763465,proukr,proukr,dontcare
52914244,proukr,proukr,dontcare
52990866,pax,dontcare,pax
53124750,dontcare,proukr,dontcare
53166374,prorus,proukr,dontcare
53179643,pax,proukr,proukr
53199373,proukr,proukr,dontcare
53548130,proukr,proukr,proukr
53646835,pax,proukr,proukr
53807330,proukr,proukr,dontcare
53817701,proukr,dontcare,pax
53966720,dontcare,proukr,proukr
53987235,proukr,proukr,dontcare
54831377,proukr,proukr,dontcare
54872964,dontcare,dontcare,pax
54999242,pax,proukr,proukr
55073553,pax,proukr,dontcare
55081186,proukr,proukr,proukr
55104031,proukr,dontcare,pax
55119081,proukr,dontcare,pax
55181938,dontcare,proukr,dontcare
55271791,dontcare,proukr,dontcare
55277999,proukr,proukr,dontcare
55387418,proukr,proukr,dontcare
55396121,proukr,proukr,dontcare
55420589,proukr,proukr,dontcare
55592643,pax,proukr,dontcare
55912694,proukr,proukr,dontcare
56030702,prorus,proukr,proukr
56182209,proukr,proukr,dontcare
56254011,prorus,proukr,dontcare
56370885,proukr,proukr,dontcare
56626997,proukr,dontcare,pax
56703451,proukr,proukr,dontcare
56727283,proukr,proukr,proukr
56751272,proukr,proukr,proukr
56763156,pax,proukr,dontcare
56798124,pax,dontcare,pax
57072321,proukr,proukr,dontcare
57080128,proukr,proukr,dontcare
57141757,proukr,dontcare,dontcare
57145506,proukr,proukr,proukr
57249301,proukr,dontcare,pax
57622123,proukr,proukr,dontcare
57785323,proukr,proukr,dontcare
57788007,proukr,proukr,dontcare
57975537,proukr,proukr,dontcare
57992091,proukr,proukr,dontcare
58015438,proukr,proukr,dontcare
58023906,proukr,proukr,dontcare
58102624,proukr,dontcare,pax
58121578,proukr,proukr,dontcare
58156915,proukr,proukr,dontcare
58163887,proukr,proukr,dontcare
58229249,proukr,proukr,dontcare
58247771,pax,dontcare,dontcare
58281693,proukr,dontcare,pax
58290199,pax,dontcare,pax
58361723,proukr,proukr,dontcare
58387390,proukr,dontcare,pax
58594493,pax,proukr,proukr
58605496,proukr,proukr,dontcare
58763283,pax,proukr,dontcare
58819354,proukr,proukr,dontcare
59007923,pax,proukr,dontcare
59012898,proukr,proukr,proukr
59266295,pax,proukr,proukr
59305661,pax,dontcare,pax
59379444,prorus,dontcare,pax
59427578,proukr,dontcare,dontcare
59476193,proukr,proukr,dontcare
59515655,pax,proukr,dontcare
59902604,pax,dontcare,dontcare
60290338,prorus,proukr,proukr
60399177,proukr,proukr,dontcare
60474495,dontcare,proukr,dontcare
60651296,proukr,proukr,proukr
60805938,proukr,dontcare,pax
60886623,prorus,dontcare,pax
60925423,pax,proukr,dontcare
61104689,proukr,proukr,dontcare
61272407,proukr,dontcare,pax
61292316,prorus,proukr,dontcare
61319540,pax,dontcare,dontcare
61399101,proukr,proukr,dontcare
61475018,proukr,proukr,dontcare
61939378,dontcare,proukr,dontcare
61987976,proukr,proukr,dontcare
62514553,proukr,proukr,dontcare
62529894,proukr,proukr,dontcare
62694013,pax,proukr,dontcare
62780040,proukr,dontcare,pax
62880951,proukr,proukr,dontcare
63125168,proukr,proukr,proukr
63171997,proukr,dontcare,pax
63466488,proukr,dontcare,pax
63793432,pax,proukr,dontcare
63958907,proukr,dontcare,pax
64035849,proukr,proukr,dontcare
64076505,proukr,proukr,dontcare
64195087,pax,dontcare,dontcare
64450084,prorus,dontcare,pax
64523172,proukr,dontcare,pax
64818227,proukr,dontcare,pax
64863181,proukr,proukr,dontcare
65129573,pax,dontcare,pax
65168366,proukr,proukr,dontcare
65314051,pax,proukr,dontcare
65499719,prorus,dontcare,pax
65535162,proukr,proukr,dontcare
65567458,proukr,proukr,dontcare
65586117,proukr,proukr,dontcare
65612538,pax,dontcare,dontcare
65617648,proukr,proukr,dontcare
65618767,dontcare,proukr,dontcare
65627319,proukr,proukr,dontcare
65688606,proukr,proukr,proukr
65703629,pax,dontcare,pax
65729000,proukr,dontcare,pax
65850162,dontcare,dontcare,pax
66169191,proukr,dontcare,dontcare
66171696,proukr,dontcare,pax
66498005,dontcare,dontcare,pax
66574549,proukr,proukr,proukr
66835789,proukr,proukr,proukr
66897685,proukr,proukr,dontcare
67056272,proukr,dontcare,pax
67100032,proukr,proukr,dontcare
67687099,proukr,dontcare,pax
67826643,proukr,proukr,proukr
67860334,pax,proukr,proukr
68103383,proukr,dontcare,pax
68384455,proukr,proukr,proukr
68611629,proukr,dontcare,pax
68680081,pax,proukr,dontcare
68859620,proukr,proukr,proukr
68976443,proukr,proukr,dontcare
69097408,proukr,proukr,proukr
69110423,dontcare,dontcare,dontcare
69409043,prorus,proukr,proukr
69558002,proukr,proukr,dontcare
69653030,proukr,dontcare,pax
69730304,proukr,proukr,proukr
70055480,proukr,proukr,proukr
70442852,proukr,proukr,dontcare
70586345,proukr,dontcare,pax
70771432,pax,proukr,dontcare
71069355,proukr,dontcare,pax
71407686,dontcare,proukr,proukr
71624044,proukr,proukr,dontcare
71761060,prorus,proukr,dontcare
71799995,proukr,proukr,proukr
71936967,proukr,dontcare,pax
72285277,proukr,proukr,dontcare
72325145,proukr,proukr,proukr
72684950,proukr,proukr,proukr
72852231,pax,proukr,dontcare
72886834,proukr,dontcare,dontcare
73377501,pax,proukr,dontcare
73706121,proukr,dontcare,dontcare
74178943,proukr,proukr,dontcare
74709552,dontcare,proukr,dontcare
74772716,proukr,dontcare,pax
75077335,proukr,proukr,proukr
75629232,proukr,proukr,dontcare
75794724,proukr,proukr,dontcare
75929738,proukr,proukr,proukr
76337914,pax,dontcare,pax
76565559,pax,dontcare,pax
76774672,pax,proukr,dontcare
76941017,proukr,proukr,dontcare
76949254,proukr,proukr,dontcare
76963575,pax,proukr,dontcare
77009411,proukr,dontcare,pax
77553106,proukr,proukr,dontcare
77634939,proukr,proukr,dontcare
77826056,proukr,proukr,dontcare
77973889,proukr,dontcare,dontcare
78001994,pax,proukr,proukr
78107726,proukr,proukr,proukr
78444488,proukr,proukr,proukr
78554747,proukr,proukr,dontcare
78635274,proukr,proukr,dontcare
78689880,proukr,proukr,proukr
78739450,proukr,proukr,proukr
78754634,proukr,dontcare,pax
78889059,proukr,proukr,dontcare
78935467,proukr,proukr,proukr
79067625,pax,proukr,dontcare
79201672,proukr,proukr,dontcare
79311103,pax,dontcare,pax
79511997,proukr,proukr,dontcare
79742470,proukr,proukr,dontcare
79769567,proukr,dontcare,pax
79794924,prorus,dontcare,pax
80040157,proukr,dontcare,pax
80076133,pax,proukr,dontcare
80149583,proukr,proukr,dontcare
80171880,proukr,dontcare,pax
80372652,pax,proukr,dontcare
80398898,pax,dontcare,dontcare
80737025,pax,dontcare,pax
80796593,proukr,proukr,dontcare
80901413,proukr,proukr,proukr
81035405,proukr,proukr,dontcare
81410922,pax,proukr,dontcare
81457290,proukr,dontcare,pax
81560180,pax,proukr,dontcare
81637999,proukr,dontcare,pax
81683371,pax,proukr,dontcare
82303843,proukr,proukr,dontcare
82491197,pax,proukr,proukr
82766376,pax,dontcare,dontcare
82894463,proukr,proukr,dontcare
82907797,proukr,dontcare,pax
83069175,proukr,proukr,dontcare
83122507,proukr,proukr,dontcare
83198074,proukr,proukr,dontcare
83577637,proukr,dontcare,pax
83674382,proukr,proukr,dontcare
83738760,proukr,proukr,dontcare
83756306,proukr,proukr,dontcare
83929915,proukr,dontcare,pax
83967276,proukr,proukr,dontcare
84121539,proukr,proukr,proukr
84304067,proukr,proukr,dontcare
84440104,proukr,proukr,proukr
84450102,proukr,proukr,dontcare
84534682,proukr,proukr,dontcare
84535305,proukr,proukr,dontcare
84580374,pax,proukr,proukr
84919437,proukr,proukr,dontcare
84925906,proukr,proukr,dontcare
85090936,pax,proukr,dontcare
85199704,proukr,dontcare,pax
85283202,proukr,dontcare,pax
85432715,prorus,proukr,dontcare
85950775,pax,proukr,dontcare
86168072,proukr,dontcare,pax
86495239,dontcare,dontcare,pax
87090179,proukr,proukr,dontcare
87119348,proukr,proukr,proukr
87131920,proukr,proukr,dontcare
87250666,pax,proukr,proukr
87555271,proukr,proukr,dontcare
87629219,proukr,proukr,dontcare
87832714,proukr,proukr,proukr
88030799,pax,proukr,dontcare
88188974,proukr,proukr,dontcare
88251779,pax,proukr,dontcare
88252748,pax,proukr,dontcare
88490042,proukr,proukr,proukr
88536821,dontcare,proukr,proukr
88683186,dontcare,dontcare,pax
88759671,proukr,proukr,dontcare
88869834,proukr,dontcare,pax
88939583,dontcare,proukr,dontcare
89022039,proukr,proukr,dontcare
89219352,pax,proukr,dontcare
89319056,pax,proukr,dontcare
89431746,pax,proukr,dontcare
89541537,proukr,dontcare,pax
89799352,proukr,proukr,dontcare
90007967,pax,dontcare,dontcare
90085963,prorus,proukr,dontcare
90123499,proukr,dontcare,pax
90133405,pax,dontcare,pax
90283136,proukr,proukr,dontcare
90468301,proukr,dontcare,pax
90492110,proukr,dontcare,pax
90516952,proukr,dontcare,pax
90761863,proukr,dontcare,dontcare
90776175,pax,proukr,dontcare
90849769,proukr,proukr,dontcare
91109230,pax,proukr,proukr
91166320,pax,proukr,proukr
91176799,proukr,proukr,dontcare
91205744,pax,dontcare,pax
91342907,proukr,proukr,dontcare
91463418,pax,proukr,dontcare
91887326,proukr,proukr,proukr
92128054,proukr,proukr,dontcare
92149105,proukr,proukr,proukr
92342478,pax,proukr,dontcare
92489760,proukr,proukr,dontcare
92762847,prorus,dontcare,pax
92984487,proukr,proukr,proukr
93025542,proukr,proukr,proukr
93040337,proukr,dontcare,pax
93558188,pax,proukr,proukr
93666068,pax,proukr,dontcare
93957129,pax,dontcare,pax
94457797,proukr,dontcare,pax
94668695,proukr,proukr,dontcare
94678895,proukr,dontcare,pax
94763524,proukr,proukr,dontcare
94839103,prorus,proukr,dontcare
94850156,proukr,dontcare,pax
95218114,proukr,dontcare,dontcare
95360702,pax,proukr,proukr
95469408,prorus,proukr,dontcare
95624653,proukr,proukr,dontcare
95888742,dontcare,proukr,dontcare
95947849,proukr,dontcare,pax
96074097,proukr,proukr,dontcare
96195153,prorus,dontcare,pax
96288119,pax,proukr,dontcare
96363837,pax,proukr,dontcare
96447774,proukr,dontcare,pax
96822790,proukr,proukr,dontcare
96882672,proukr,dontcare,pax
96901528,proukr,proukr,dontcare
97067282,pax,proukr,dontcare
97286045,proukr,proukr,proukr
97319768,proukr,proukr,dontcare
97492075,proukr,proukr,dontcare
97823437,dontcare,dontcare,dontcare
97869040,proukr,proukr,dontcare
97931869,proukr,dontcare,pax
97963505,pax,dontcare,pax
98014441,proukr,proukr,proukr
98693012,pax,dontcare,pax
98903593,proukr,proukr,dontcare
99332835,prorus,dontcare,pax
99339424,pax,dontcare,pax
99408825,pax,proukr,dontcare
99579978,proukr,proukr,proukr
100047143,proukr,proukr,dontcare
100340670,prorus,proukr,proukr
100458487,proukr,proukr,dontcare
100469505,pax,dontcare,pax
101061289,proukr,dontcare,pax
101574964,proukr,dontcare,dontcare
101621819,proukr,proukr,dontcare
101790434,proukr,dontcare,pax
101944980,proukr,dontcare,pax
102102479,proukr,proukr,proukr
102134228,pax,dontcare,pax
102350655,proukr,proukr,dontcare
102483198,proukr,proukr,dontcare
102810625,proukr,proukr,dontcare
102829449,prorus,dontcare,pax
102871670,proukr,dontcare,pax
102929461,proukr,proukr,proukr
103066176,proukr,dontcare,dontcare
103088894,proukr,proukr,dontcare
103365617,pax,proukr,dontcare
103402210,pax,dontcare,dontcare
104636741,proukr,proukr,dontcare
104664862,proukr,dontcare,pax
104669561,dontcare,proukr,dontcare
104887943,proukr,proukr,proukr
105051697,proukr,proukr,proukr
105189594,dontcare,dontcare,pax
105435498,proukr,dontcare,pax
105468938,dontcare,proukr,proukr
105610777,proukr,proukr,dontcare
105774075,proukr,proukr,dontcare
105974378,pax,dontcare,dontcare
106068828,dontcare,proukr,dontcare
106457836,proukr,dontcare,dontcare
106515366,pax,dontcare,pax
106927705,proukr,proukr,proukr
107056278,proukr,dontcare,pax
107391815,proukr,dontcare,pax
107426979,proukr,proukr,proukr
107460232,proukr,proukr,proukr
107489106,proukr,proukr,dontcare
107563743,proukr,dontcare,dontcare
107667199,proukr,proukr,dontcare
107729108,proukr,dontcare,pax
107841911,pax,dontcare,dontcare
107886768,proukr,proukr,proukr
107956816,proukr,dontcare,dontcare
108076414,proukr,proukr,dontcare
108266878,pax,proukr,dontcare
108393304,proukr,dontcare,pax
108448305,proukr,dontcare,dontcare
108556027,pax,dontcare,pax
109276061,pax,dontcare,pax
109378565,proukr,proukr,dontcare
109529786,proukr,dontcare,dontcare
110014709,pax,dontcare,pax
110185291,proukr,dontcare,pax
110228223,proukr,dontcare,pax
110281305,pax,proukr,dontcare
110460403,pax,proukr,dontcare
110525656,proukr,proukr,dontcare
110564264,proukr,dontcare,pax
110855256,proukr,proukr,dontcare
110896713,proukr,proukr,dontcare
111348370,proukr,dontcare,dontcare
112208209,proukr,dontcare,dontcare
112653500,proukr,proukr,proukr
112934639,proukr,proukr,dontcare
113008098,proukr,proukr,dontcare
113120160,proukr,dontcare,pax
113328047,proukr,proukr,dontcare
113458391,proukr,proukr,dontcare
113516609,proukr,proukr,dontcare
113649490,pax,proukr,dontcare
113669819,proukr,proukr,proukr
113753398,proukr,proukr,dontcare
113939273,proukr,dontcare,pax
114232355,proukr,dontcare,pax
114276046,proukr,proukr,proukr
114355626,proukr,dontcare,pax
114549208,proukr,proukr,dontcare
114873175,pax,dontcare,pax
114888384,proukr,dontcare,pax
115305113,proukr,dontcare,dontcare
115308684,proukr,proukr,proukr
115435833,proukr,dontcare,dontcare
115538590,pax,proukr,dontcare
115638729,prorus,proukr,dontcare
115771812,proukr,dontcare,dontcare
115991458,proukr,proukr,dontcare
116225202,proukr,proukr,proukr
116234100,proukr,proukr,proukr
116630205,dontcare,proukr,dontcare
116804978,pax,dontcare,pax
117001251,proukr,dontcare,pax
117252134,dontcare,proukr,proukr
117717305,proukr,proukr,dontcare
118015925,proukr,proukr,dontcare
118156479,proukr,dontcare,pax
118205842,pax,dontcare,pax
118540886,proukr,dontcare,dontcare
118752293,prorus,proukr,dontcare
118763955,dontcare,dontcare,pax
118829905,proukr,dontcare,pax
119001611,prorus,dontcare,pax
119164489,pax,dontcare,pax
119257994,dontcare,proukr,dontcare
119306489,prorus,proukr,proukr
119322388,pax,proukr,proukr
119725697,proukr,proukr,dontcare
120206634,proukr,proukr,proukr
121197832,proukr,proukr,proukr
121756913,dontcare,proukr,dontcare
121796575,proukr,proukr,proukr
122146629,proukr,dontcare,pax
122173354,dontcare,proukr,proukr
122272305,proukr,proukr,dontcare
122351845,proukr,dontcare,pax
122636052,pax,proukr,dontcare
122808422,proukr,proukr,dontcare
123102547,proukr,proukr,dontcare
123231777,proukr,proukr,dontcare
123287597,proukr,proukr,proukr
123299151,pax,proukr,dontcare
123536206,prorus,proukr,dontcare
123614006,proukr,dontcare,pax
124407681,pax,dontcare,pax
124418131,proukr,proukr,proukr
124418689,proukr,proukr,dontcare
124667938,proukr,proukr,dontcare
124903177,proukr,proukr,dontcare
125060856,proukr,proukr,dontcare
125070671,proukr,dontcare,pax
125134257,dontcare,proukr,dontcare
125143408,pax,dontcare,dontcare
125382032,proukr,dontcare,pax
125441290,proukr,proukr,proukr
125680551,dontcare,proukr,dontcare
125940569,proukr,dontcare,pax
126129869,pax,proukr,proukr
126203618,proukr,proukr,proukr
126425769,proukr,proukr,dontcare
126899523,prorus,proukr,proukr
127027996,dontcare,dontcare,pax
127280796,pax,proukr,dontcare
127420382,proukr,proukr,dontcare
127624018,proukr,proukr,dontcare
127713752,pax,proukr,dontcare
127715745,pax,dontcare,dontcare
127833097,proukr,proukr,proukr
127848364,pax,dontcare,pax
128162034,proukr,proukr,proukr
128218580,proukr,proukr,proukr
128336722,pax,proukr,dontcare
128493514,proukr,proukr,dontcare
128637146,proukr,proukr,proukr
128763579,proukr,proukr,dontcare
129091518,proukr,proukr,dontcare
129157217,pax,proukr,dontcare
129286218,pax,proukr,dontcare
129555767,prorus,proukr,dontcare
129567596,proukr,dontcare,pax
129582464,proukr,proukr,dontcare
129688907,pax,proukr,dontcare
129747756,proukr,dontcare,pax
129774421,pax,dontcare,pax
129933721,prorus,proukr,dontcare
129962101,proukr,dontcare,pax
130081256,proukr,proukr,dontcare
130520787,dontcare,proukr,proukr
130575478,proukr,dontcare,pax
130586815,proukr,proukr,proukr
130927779,pax,dontcare,pax
131042172,proukr,dontcare,pax
131056491,proukr,proukr,dontcare
131153704,proukr,proukr,dontcare
131175226,proukr,dontcare,pax
131272764,dontcare,dontcare,pax
131322022,proukr,dontcare,pax
131394224,pax,dontcare,dontcare
131541996,proukr,dontcare,pax
131565473,proukr,proukr,dontcare
131881542,dontcare,proukr,dontcare
132183460,proukr,proukr,proukr
132396393,proukr,proukr,proukr
133277981,proukr,proukr,dontcare
133307813,proukr,proukr,dontcare
133349457,pax,proukr,dontcare
133397127,proukr,proukr,dontcare
133914833,dontcare,proukr,dontcare
134201231,proukr,proukr,dontcare
134253540,proukr,dontcare,pax
134261467,pax,dontcare,dontcare
134456538,pax,proukr,dontcare
134601375,pax,proukr,dontcare
134657548,proukr,proukr,proukr
134917795,dontcare,dontcare,pax
135024196,proukr,dontcare,pax
135180047,proukr,dontcare,pax
135568360,dontcare,proukr,dontcare
135621892,pax,dontcare,pax
136128142,proukr,proukr,dontcare
136238340,proukr,proukr,proukr
136565745,proukr,proukr,proukr
136572095,prorus,dontcare,pax
136733855,proukr,proukr,dontcare
137107076,pax,proukr,proukr
137226032,proukr,proukr,dontcare
137377811,proukr,proukr,proukr
137391077,proukr,dontcare,pax
137395468,dontcare,proukr,dontcare
138101468,proukr,proukr,dontcare
138255365,proukr,proukr,dontcare
138730371,dontcare,proukr,dontcare
138890465,pax,dontcare,pax
139060043,pax,proukr,dontcare
139080584,proukr,dontcare,pax
139376186,dontcare,proukr,proukr
139809227,pax,dontcare,pax
139954853,proukr,dontcare,dontcare
140030918,pax,proukr,proukr
140529056,dontcare,dontcare,pax
140618811,proukr,dontcare,pax
140878115,proukr,proukr,dontcare
141468479,proukr,proukr,dontcare
141536934,proukr,dontcare,pax
141630553,proukr,proukr,dontcare
142372099,proukr,dontcare,pax
143005275,proukr,proukr,proukr
143025338,proukr,proukr,dontcare
143089799,proukr,proukr,dontcare
143214528,proukr,proukr,dontcare
143225212,proukr,dontcare,pax
143242728,proukr,proukr,proukr
143814075,proukr,dontcare,pax
144003355,pax,dontcare,pax
144377653,proukr,proukr,dontcare
144402222,proukr,proukr,dontcare
144470738,proukr,dontcare,pax
144564702,proukr,proukr,dontcare
144668938,pax,proukr,proukr
144844152,proukr,proukr,dontcare
145459615,proukr,dontcare,dontcare
145527799,proukr,proukr,proukr
145619730,proukr,proukr,dontcare
145674303,pax,dontcare,pax
145775205,dontcare,proukr,dontcare
145931260,proukr,proukr,dontcare
146152064,proukr,proukr,dontcare
146435956,proukr,,pax
147215991,prorus,,proukr
147401660,pax,proukr,pax
147476990,proukr,,pax
147657826,proukr,,proukr
147703284,proukr,proukr,dontcare
147723368,proukr,,proukr
147923302,dontcare,proukr,dontcare
148355483,prorus,,dontcare
148604896,proukr,proukr,dontcare
148833683,proukr,proukr,dontcare
148934677,proukr,,pax
149543566,proukr,,dontcare
149763376,prorus,,proukr
149853812,dontcare,,proukr
150357611,pax,proukr,dontcare
150688295,proukr,,pax
151207524,pax,,dontcare
151574641,proukr,,proukr
151892078,proukr,,pax
152174647,proukr,proukr,proukr
